console_display,full_title,total_search_results,tune_title,tune_slug,composer,meter,incipit,key,place_of_origin,copyright,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url
TakeMyLife,Take My Life,10,HENDON (Malan),hendon_malan,César Malan (1827),7.7.7.7.7,11151 35433 33242,F Major,,Public Domain,821,https://hymnary.org/media/fetch/80125,https://hymnary.org/media/fetch/222207,https://hymnary.org/media/fetch/80126,https://hymnary.org/tune/hendon_malan
TakeMyLife,Take My Life,10,[I can hear my Savior calling] (Norris),i_can_hear_my_savior_calling_norris,John S. Norris (1890),8.8.8.9,51334 33257 21322,F Major,,Public Domain,669,https://hymnary.org/media/fetch/80917,https://hymnary.org/media/fetch/199152,https://hymnary.org/media/fetch/80918,https://hymnary.org/tune/i_can_hear_my_savior_calling_norris
TakeMyLife,Take My Life,10,ELLESDIE,ellesdie_mozart,,8.7.8.7 D,11113 22112 22243,A Major,,Public Domain,539,https://hymnary.org/media/fetch/81476,https://hymnary.org/media/fetch/84330,https://hymnary.org/media/fetch/81477,https://hymnary.org/tune/ellesdie_mozart
TakeMyLife,Take My Life,10,SURRENDER (Weeden),surrender_weeden,W. S. Weeden (1896),8.7.8.7 with refrain,33432 23211 43231,D♭ Major,,Public Domain,309,https://hymnary.org/media/fetch/80857,https://hymnary.org/media/fetch/222483,https://hymnary.org/media/fetch/80858,https://hymnary.org/tune/surrender_weeden
TakeMyLife,Take My Life,10,HOLLINGSIDE,hollingside_dykes,John Bacchus Dykes (1861),7.7.7.7,35655 43176 53123,D Major,,Public Domain,308,https://hymnary.org/media/fetch/81787,https://hymnary.org/media/fetch/179400,https://hymnary.org/media/fetch/81788,https://hymnary.org/tune/hollingside_dykes
Church Foundation,The Church Is One Foundation,10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
Church Foundation,The Church Is One Foundation,10,"[Sweet are the promises, kind is the word]",sweet_are_the_promises_kind_is_ogden,W. A. Ogden (1885),6.4.12.6.4.12.6.5.6.7,13455 56465 54444,E♭ Major,,Public Domain,151,https://hymnary.org/media/fetch/127086,https://hymnary.org/media/fetch/182145,https://hymnary.org/media/fetch/127088,https://hymnary.org/tune/sweet_are_the_promises_kind_is_ogden
Church Foundation,The Church Is One Foundation,10,WESTMINSTER ABBEY,westminster_abbey_purcell,Henry Purcell (1680),8.7.8.7.8.7,35314 27512 32176,G Major,England,Public Domain,103,https://hymnary.org/media/fetch/82946,https://hymnary.org/media/fetch/222179,https://hymnary.org/media/fetch/82947,https://hymnary.org/tune/westminster_abbey_purcell
Church Foundation,The Church Is One Foundation,10,KING OF GLORY (Israeli),king_of_glory_israeli,,12.12 with refrain,33215 12332 11332,e minor,,Public Domain,59,https://hymnary.org/media/fetch/99145,https://hymnary.org/media/fetch/155054,https://hymnary.org/media/fetch/96085,https://hymnary.org/tune/king_of_glory_israeli
Church Foundation,The Church Is One Foundation,10,IN CHRIST ALONE,in_christ_alone_getty_townend,Stuart Townend,8.8.8.8 D,56115 61232 16321,D Major,,"© 2002, Thankyou Music (KWY) (PRS) (admin. EMI Christian Music Publishing). All rights reserved. International copyright secured. Used by permission.",43,,https://hymnary.org/media/fetch/152833,,https://hymnary.org/tune/in_christ_alone_getty_townend
DayResurrection,The Day of Resurrection!,10,ST. GEORGE'S WINDSOR (Elvey),st_georges_windsor_elvey,George J. Elvey (1856),7.7.7.7,33531 23335 31233,G Major,England,Public Domain,720,https://hymnary.org/media/fetch/80592,https://hymnary.org/media/fetch/222529,https://hymnary.org/media/fetch/80593,https://hymnary.org/tune/st_georges_windsor_elvey
DayResurrection,The Day of Resurrection!,10,LANCASHIRE (Smart),lancashire_smart,Henry Thomas Smart (1836),7.6.7.6 D,55346 53114 56255,C Major,,Public Domain,717,https://hymnary.org/media/fetch/80605,https://hymnary.org/media/fetch/222258,https://hymnary.org/media/fetch/80606,https://hymnary.org/tune/lancashire_smart
DayResurrection,The Day of Resurrection!,10,EASTER HYMN (Lyra Davidica),easter_hymn_lyra_davidica,,7.7.7.7 with alleluia,13514 66534 51434,C Major,,Public Domain,616,https://hymnary.org/media/fetch/80274,https://hymnary.org/media/fetch/222420,https://hymnary.org/media/fetch/80275,https://hymnary.org/tune/easter_hymn_lyra_davidica
DayResurrection,The Day of Resurrection!,10,UNSER HERRSCHER,unser_herrscher_neander,Joachim Neander (1680),8.7.8.7.7.7,12313 45517 65322,B♭ Major,,Public Domain,302,https://hymnary.org/media/fetch/80007,https://hymnary.org/media/fetch/199356,https://hymnary.org/media/fetch/80008,https://hymnary.org/tune/unser_herrscher_neander
DayResurrection,The Day of Resurrection!,10,"NUN KOMM, DER HEIDEN HEILAND",nun_komm_der_heiden_heiland_luther,Martin Luther (1524),7.7.7.7,11732 12113 43453,g minor,,Public Domain,139,https://hymnary.org/media/fetch/82955,https://hymnary.org/media/fetch/199042,https://hymnary.org/media/fetch/82956,https://hymnary.org/tune/nun_komm_der_heiden_heiland_luther
The FirstNowell,The First Nowell,2,THE FIRST NOWELL,the_first_nowell,,Irregular with refrain,32123 45671 76567,D Major,England,Public Domain,310,https://hymnary.org/media/fetch/80214,https://hymnary.org/media/fetch/199072,https://hymnary.org/media/fetch/80215,https://hymnary.org/tune/the_first_nowell
The FirstNowell,The First Nowell,2,"[The first Noel, the angels did say]",the_first_noel_the_angels_did_gauntlett,Henry J. Gauntlett,,51234 53456 17655,,,Public Domain,1,,,,https://hymnary.org/tune/the_first_noel_the_angels_did_gauntlett
The GodAbrahamAbr,The God of Abraham Praise,10,LEONI,leoni_hebrew_5123453456752,,6.6.8.4 D,51234 53456 75234,e minor or modal/f minor,Germany,Public Domain,370,https://hymnary.org/media/fetch/80024,https://hymnary.org/media/fetch/222439,https://hymnary.org/media/fetch/80025,https://hymnary.org/tune/leoni_hebrew_5123453456752
The GodAbrahamAbr,The God of Abraham Praise,10,CWM RHONDDA,cwm_rhondda_hughes,John Hughes (1907),8.7.8.7.8.7.7,56511 71232 31643,G Major,Wales,Public Domain,360,https://hymnary.org/media/fetch/80512,https://hymnary.org/media/fetch/222257,https://hymnary.org/media/fetch/80513,https://hymnary.org/tune/cwm_rhondda_hughes
The GodAbrahamAbr,The God of Abraham Praise,10,KREMSER,kremser,,12.11.12.11,55653 45432 31556,B♭ Major/C Major/D Major,Netherlands,Public Domain,354,https://hymnary.org/media/fetch/80000,https://hymnary.org/media/fetch/222200,https://hymnary.org/media/fetch/80001,https://hymnary.org/tune/kremser
The GodAbrahamAbr,The God of Abraham Praise,10,WIR PFLÜGEN,wir_pflugen_schulz,J. A. P. Schulz (1800),7.6.7.6 D with refrain,51155 31543 21556,B♭ Major/G Major or modal,,Public Domain,331,https://hymnary.org/media/fetch/82915,https://hymnary.org/media/fetch/222528,https://hymnary.org/media/fetch/82916,https://hymnary.org/tune/wir_pflugen_schulz
The GodAbrahamAbr,The God of Abraham Praise,10,FOREST GREEN,forest_green_english,,8.6.8.6 D,51112 32345 34312,F Major,,Public Domain,291,https://hymnary.org/media/fetch/80386,https://hymnary.org/media/fetch/222178,https://hymnary.org/media/fetch/80387,https://hymnary.org/tune/forest_green_english
KingLove Shepherd,The King of Love My Shepherd Is,10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
KingLove Shepherd,The King of Love My Shepherd Is,10,ST. PETER (Reinagle),st_peter_reinagle,Alexander Robert Reinagle (1836),8.6.8.6,51765 54332 14323,D Major,,Public Domain,774,https://hymnary.org/media/fetch/80639,https://hymnary.org/media/fetch/222248,https://hymnary.org/media/fetch/80640,https://hymnary.org/tune/st_peter_reinagle
KingLove Shepherd,The King of Love My Shepherd Is,10,PASSION CHORALE (Hassler),passion_chorale_hassler,Hans Leo Hassler (1601),7.6.7.6 D,51765 45233 221,a minor,,Public Domain,598,https://hymnary.org/media/fetch/80244,https://hymnary.org/media/fetch/222220,https://hymnary.org/media/fetch/80245,https://hymnary.org/tune/passion_chorale_hassler
KingLove Shepherd,The King of Love My Shepherd Is,10,DARWALL,darwall_darwall,John Darwall (1770),6.6.6.6.4.4.4.4,13153 17654 32231,C Major,,Public Domain,546,https://hymnary.org/media/fetch/80292,https://hymnary.org/media/fetch/222433,https://hymnary.org/media/fetch/80293,https://hymnary.org/tune/darwall_darwall
KingLove Shepherd,The King of Love My Shepherd Is,10,DOMINUS REGIT ME (Dykes),dominus_regit_me_dykes,John Bacchus Dykes (1868),8.7.8.7,35433 22155 67132,G Major,,Public Domain,402,https://hymnary.org/media/fetch/80544,https://hymnary.org/media/fetch/222373,https://hymnary.org/media/fetch/80545,https://hymnary.org/tune/dominus_regit_me_dykes
LordIsMy Shepherd,"The Lord Is My Shepherd, I'll Not Want",10,EVAN (Havergal),evan_havergal,W. H. Havergal (1847),8.6.8.6,55132 16555 13125,A♭ Major,,Public Domain,848,https://hymnary.org/media/fetch/81174,https://hymnary.org/media/fetch/222538,https://hymnary.org/media/fetch/81175,https://hymnary.org/tune/evan_havergal
LordIsMy Shepherd,"The Lord Is My Shepherd, I'll Not Want",10,BALLERMA (Barthélemon),ballerma_barthelemon,F.-H. Barthélémon,8.6.8.6,13216 56113 23532,A♭ Major/B♭ Major,,Public Domain,501,https://hymnary.org/media/fetch/81387,https://hymnary.org/media/fetch/180633,https://hymnary.org/media/fetch/81388,https://hymnary.org/tune/ballerma_barthelemon
LordIsMy Shepherd,"The Lord Is My Shepherd, I'll Not Want",10,DOMINUS REGIT ME (Dykes),dominus_regit_me_dykes,John Bacchus Dykes (1868),8.7.8.7,35433 22155 67132,G Major,,Public Domain,402,https://hymnary.org/media/fetch/80544,https://hymnary.org/media/fetch/222373,https://hymnary.org/media/fetch/80545,https://hymnary.org/tune/dominus_regit_me_dykes
LordIsMy Shepherd,"The Lord Is My Shepherd, I'll Not Want",10,LUTHER'S HYMN,luthers_hymn_luther_11321,Joseph Klug (1535),8.7.8.7.8.8.7,11321 22313 45321,A Major/G Major,,Public Domain,383,https://hymnary.org/media/fetch/81607,https://hymnary.org/media/fetch/180463,https://hymnary.org/media/fetch/81608,https://hymnary.org/tune/luthers_hymn_luther_11321
LordIsMy Shepherd,"The Lord Is My Shepherd, I'll Not Want",10,SPOHR (Spohr 53351),spohr_spohr_53351,Louis Spohr (1835),8.6.8.6,53351 32136 53453,F Major/G Major,,Public Domain,228,https://hymnary.org/media/fetch/82535,https://hymnary.org/media/fetch/180235,https://hymnary.org/media/fetch/82536,https://hymnary.org/tune/spohr_spohr_53351
Old Rugged Cross,The Old Rugged Cross,10,OLD RUGGED CROSS,old_rugged_cross_bennard,George Bennard (1913),6.6.8.6.6.8 with refrain,34546 55565 76676,B♭ Major,,Public Domain,299,https://hymnary.org/media/fetch/81063,https://hymnary.org/media/fetch/199290,https://hymnary.org/media/fetch/81064,https://hymnary.org/tune/old_rugged_cross_bennard
Old Rugged Cross,The Old Rugged Cross,10,[On the cross of Calvary our blessed Savior died],on_the_cross_of_calvary_brumley,Albert E. Brumley (1942),,34523 21332 16556,,,"© 1942, by Stamps-Baxter Music & Ptg. Co. in ""Lasting Peace",26,,,,https://hymnary.org/tune/on_the_cross_of_calvary_brumley
Old Rugged Cross,The Old Rugged Cross,10,[On the rugged cross of Calvary] (Brumley),on_the_rugged_cross_of_calv_brumley,Albert E. brumley (1943),,53123 51615 13565,,,"© 1934, by Stamps-Baxter Music & Ptg. Co. in ""Anchored Faith""",16,,,,https://hymnary.org/tune/on_the_rugged_cross_of_calv_brumley
Old Rugged Cross,The Old Rugged Cross,10,"[In the days long ago, there in anguish and woe]",in_the_days_long_ago_there_in_stamps,Virgil O. Stamps (1940),,55536 51117 65554,,,"© 1940, by Stamps-Baxter Music & Ptg. Co. in ""Pearly Gates""",4,,,,https://hymnary.org/tune/in_the_days_long_ago_there_in_stamps
Old Rugged Cross,The Old Rugged Cross,10,"[Keep telling the story of Jesus, whose love]",keep_telling_the_story_of_jesus_ferrill,J. W. Ferrill,,55321 71216 55611,C Major,,,3,,,,https://hymnary.org/tune/keep_telling_the_story_of_jesus_ferrill
The StrifelsOver,The Strife Is O'er,10,VICTORY (Palestrina),victory_palestrina,Giovanni Pierluigi da Palestrina (1591),8.8.8.4 with alleluias,55565 54353 33333,A♭ Major,,Public Domain,412,https://hymnary.org/media/fetch/81908,https://hymnary.org/media/fetch/222222,https://hymnary.org/media/fetch/81909,https://hymnary.org/tune/victory_palestrina
The StrifelsOver,The Strife Is O'er,10,"CHRISTUS, DER IST MEIN LEBEN (Vulpius)",christus_der_ist_mein_leben_vulpius,Melchior Vulpius (1609),7.6.7.6,13234 53654 32356,E♭ Major,,Public Domain,369,https://hymnary.org/media/fetch/83518,https://hymnary.org/media/fetch/222170,https://hymnary.org/media/fetch/83519,https://hymnary.org/tune/christus_der_ist_mein_leben_vulpius
The StrifelsOver,The Strife Is O'er,10,GELOBT SEI GOTT (Vulpius),gelobt_sei_gott_vulpius,Melchior Vulpius (1609),8.8.8 with refrain,17655 67111 25176,C Major,Germany,Public Domain,164,https://hymnary.org/media/fetch/80301,https://hymnary.org/media/fetch/222187,https://hymnary.org/media/fetch/80302,https://hymnary.org/tune/gelobt_sei_gott_vulpius
The StrifelsOver,The Strife Is O'er,10,ETON (Barnby),eton_barnby,Joseph Barnby,8.7.8.7.4.7,17653 21743 23216,F Major,,Public Domain,18,https://hymnary.org/media/fetch/83739,,https://hymnary.org/media/fetch/83740,https://hymnary.org/tune/eton_barnby
The StrifelsOver,The Strife Is O'er,10,SURREXIT CHRISTUS HODIE,surrexit_christus_hodie_11177,,8.8.8.4,11177 16556 17654,C Major,,Public Domain,14,https://hymnary.org/media/fetch/214230,,https://hymnary.org/media/fetch/218618,https://hymnary.org/tune/surrexit_christus_hodie_11177
ThinelstheGlory,Thine Is the Glory,10,ST. ANNE,st_anne_croft,William Croft (1708),8.6.8.6,53651 17151 5645,C Major,England,Public Domain,911,https://hymnary.org/media/fetch/80569,https://hymnary.org/media/fetch/222171,https://hymnary.org/media/fetch/80570,https://hymnary.org/tune/st_anne_croft
ThinelstheGlory,Thine Is the Glory,10,MENDELSSOHN (51171),mendelssohn_mendelssohn,Felix Mendelssohn-Bartholdy (1840),7.7.7.7,51171 33255 54323,F Major/G Major or modal,,Public Domain,741,https://hymnary.org/media/fetch/80187,https://hymnary.org/media/fetch/222385,https://hymnary.org/media/fetch/80188,https://hymnary.org/tune/mendelssohn_mendelssohn
ThinelstheGlory,Thine Is the Glory,10,HE LEADETH ME (Bradbury),he_leadeth_me_bradbury,William B. Bradbury (1864),8.8.8.8 D,53215 64465 33213,D Major,,Public Domain,728,https://hymnary.org/media/fetch/80554,https://hymnary.org/media/fetch/222237,https://hymnary.org/media/fetch/80555,https://hymnary.org/tune/he_leadeth_me_bradbury
ThinelstheGlory,Thine Is the Glory,10,HYMN TO JOY,hymn_to_joy_beethoven,Ludwig van Beethoven (1824),8.7.8.7 D,33455 43211 23322,G Major,Germany,Public Domain,544,https://hymnary.org/media/fetch/80046,https://hymnary.org/media/fetch/198923,https://hymnary.org/media/fetch/80047,https://hymnary.org/tune/hymn_to_joy_beethoven
ThinelstheGlory,Thine Is the Glory,10,GENEVAN 42,genevan_42_bourgeois,Claude Goudimel,8.7.8.7.7.7.8.8,12321 76512 34321,G Major,France,Public Domain,343,https://hymnary.org/media/fetch/80172,https://hymnary.org/media/fetch/222379,https://hymnary.org/media/fetch/80173,https://hymnary.org/tune/genevan_42_bourgeois
MyFathers World,This Is My Father's World,10,ROCKINGHAM (Miller),rockingham_miller,,8.8.8.8,13421 35655 17655,D Major/E♭ Major,,Public Domain,562,https://hymnary.org/media/fetch/82015,https://hymnary.org/media/fetch/199118,https://hymnary.org/media/fetch/82016,https://hymnary.org/tune/rockingham_miller
MyFathers World,This Is My Father's World,10,ELLESDIE,ellesdie_mozart,,8.7.8.7 D,11113 22112 22243,A Major,,Public Domain,539,https://hymnary.org/media/fetch/81476,https://hymnary.org/media/fetch/84330,https://hymnary.org/media/fetch/81477,https://hymnary.org/tune/ellesdie_mozart
MyFathers World,This Is My Father's World,10,TERRA BEATA,terra_beata_sheppard,,6.6.8.6 D,12353 21234 65326,E♭ Major,England,Public Domain,293,https://hymnary.org/media/fetch/80389,https://hymnary.org/media/fetch/222351,https://hymnary.org/media/fetch/80390,https://hymnary.org/tune/terra_beata_sheppard
MyFathers World,This Is My Father's World,10,SLANE,slane,Anonymous,10.10.10.10,11216 56112 32222,E♭ Major,Ireland,Public Domain,288,https://hymnary.org/media/fetch/80535,https://hymnary.org/media/fetch/223212,https://hymnary.org/media/fetch/96246,https://hymnary.org/tune/slane
MyFathers World,This Is My Father's World,10,NYLAND,nyland_finnish,,7.6.7.6.7.6.7.6,53212 16555 65435,E♭ Major/E Major,,Public Domain,88,https://hymnary.org/media/fetch/98943,https://hymnary.org/media/fetch/205286,https://hymnary.org/media/fetch/96017,https://hymnary.org/tune/nyland_finnish
ToGodBetheGlory,To God Be the Glory,10,MANOAH (Greatorex),manoah_greatorex,Henry W. Greatorex (1851),8.6.8.6,12321 77662 34321,A♭ Major,,Public Domain,790,https://hymnary.org/media/fetch/81433,https://hymnary.org/media/fetch/222073,https://hymnary.org/media/fetch/81434,https://hymnary.org/tune/manoah_greatorex
ToGodBetheGlory,To God Be the Glory,10,SARUM (Barnby),sarum_barnby,Joseph Barnby (1868),10.10.10.4.4,53455 66666 51176,D Major,,Public Domain,232,https://hymnary.org/media/fetch/83652,https://hymnary.org/media/fetch/180899,https://hymnary.org/media/fetch/83653,https://hymnary.org/tune/sarum_barnby
ToGodBetheGlory,To God Be the Glory,10,TO GOD BE THE GLORY (Doane),to_god_be_the_glory_doane,W. Howard Doane (1875),11.11.11.11 with refrain,55671 51252 33464,A♭ Major,,Public Domain,228,https://hymnary.org/media/fetch/80053,https://hymnary.org/media/fetch/222241,https://hymnary.org/media/fetch/80054,https://hymnary.org/tune/to_god_be_the_glory_doane
ToGodBetheGlory,To God Be the Glory,10,POSEN,posen_strattner,Georg Christoph Strattner (1691),7.7.7.7,11112 34355 55671,D Major,,Public Domain,166,https://hymnary.org/media/fetch/81994,https://hymnary.org/media/fetch/221150,https://hymnary.org/media/fetch/81995,https://hymnary.org/tune/posen_strattner
ToGodBetheGlory,To God Be the Glory,10,AULD LANG SYNE,auld_lang_syne,,8.6.8.6,51113 21231 13566,F Major/F Major or modal,,Public Domain,137,https://hymnary.org/media/fetch/84648,,https://hymnary.org/media/fetch/110502,https://hymnary.org/tune/auld_lang_syne
OurSovereignKing,To Jesus Christ Our Sovereign King,10,LANCASHIRE (Smart),lancashire_smart,Henry Thomas Smart (1836),7.6.7.6 D,55346 53114 56255,C Major,,Public Domain,717,https://hymnary.org/media/fetch/80605,https://hymnary.org/media/fetch/222258,https://hymnary.org/media/fetch/80606,https://hymnary.org/tune/lancashire_smart
OurSovereignKing,To Jesus Christ Our Sovereign King,10,DARWALL,darwall_darwall,John Darwall (1770),6.6.6.6.4.4.4.4,13153 17654 32231,C Major,,Public Domain,546,https://hymnary.org/media/fetch/80292,https://hymnary.org/media/fetch/222433,https://hymnary.org/media/fetch/80293,https://hymnary.org/tune/darwall_darwall
OurSovereignKing,To Jesus Christ Our Sovereign King,10,HYMN TO JOY,hymn_to_joy_beethoven,Ludwig van Beethoven (1824),8.7.8.7 D,33455 43211 23322,G Major,Germany,Public Domain,544,https://hymnary.org/media/fetch/80046,https://hymnary.org/media/fetch/198923,https://hymnary.org/media/fetch/80047,https://hymnary.org/tune/hymn_to_joy_beethoven
OurSovereignKing,To Jesus Christ Our Sovereign King,10,TALLIS' ORDINAL,tallis_ordinal,Thomas Tallis (c. 1567),8.6.8.6,13455 66551 76651,D Major,,Public Domain,241,https://hymnary.org/media/fetch/81001,https://hymnary.org/media/fetch/222270,https://hymnary.org/media/fetch/81002,https://hymnary.org/tune/tallis_ordinal
OurSovereignKing,To Jesus Christ Our Sovereign King,10,MIT FREUDEN ZART,mit_freuden_zart,,8.7.8.7.8.8.7,13451 76565 43234,D Major,,Public Domain,174,https://hymnary.org/media/fetch/80018,https://hymnary.org/media/fetch/198916,https://hymnary.org/media/fetch/80019,https://hymnary.org/tune/mit_freuden_zart
WakeSleep NoLong,"Wake, O Wake, and Sleep No Longer",9,WACHET AUF (Nicolai),wachet_auf_nicolai,Philipp Nicolai (1599),8.9.8.8.9.8.6.6.4.8.8,13555 56551 51232,C Major,,Public Domain,369,https://hymnary.org/media/fetch/81597,https://hymnary.org/media/fetch/222272,https://hymnary.org/media/fetch/81598,https://hymnary.org/tune/wachet_auf_nicolai
WakeSleep NoLong,"Wake, O Wake, and Sleep No Longer",9,WERDE MUNTER,werde_munter_schop,Johann Schop (1642),8.7.8.7.7.7.8.8,34554 32234 54321,F Major,,Public Domain,184,https://hymnary.org/media/fetch/81847,https://hymnary.org/media/fetch/222788,https://hymnary.org/media/fetch/81848,https://hymnary.org/tune/werde_munter_schop
WakeSleep NoLong,"Wake, O Wake, and Sleep No Longer",9,DARMSTADT (Fritsch),darmstadt_fritsch,Adam Krieger (1657),6.7.6.7.6.6.6.6,53215 56622 54321,C Major,,Public Domain,109,https://hymnary.org/media/fetch/80699,https://hymnary.org/media/fetch/205841,https://hymnary.org/media/fetch/80700,https://hymnary.org/tune/darmstadt_fritsch
WakeSleep NoLong,"Wake, O Wake, and Sleep No Longer",9,"[O Gott, Du frommer Gott] (33654)",o_gott_du_frommer_gott_33654,,6.7.6.7.6.6.6.6,33654 33512 32133,F Major,,Public Domain,66,https://hymnary.org/media/fetch/114808,https://hymnary.org/media/fetch/181558,https://hymnary.org/media/fetch/114810,https://hymnary.org/tune/o_gott_du_frommer_gott_33654
WakeSleep NoLong,"Wake, O Wake, and Sleep No Longer",9,VON GOTT WILL ICH NICHT LASSEN (11231),von_gott_will_ich_nicht_lassen_11231,,7.6.7.6.6.7.7.6,11231 27711 225,g minor,,Public Domain,30,https://hymnary.org/media/fetch/109885,https://hymnary.org/media/fetch/190119,https://hymnary.org/media/fetch/109887,https://hymnary.org/tune/von_gott_will_ich_nicht_lassen_11231
WeGather Together,We Gather Together,10,ST. GEORGE'S WINDSOR (Elvey),st_georges_windsor_elvey,George J. Elvey (1856),7.7.7.7,33531 23335 31233,G Major,England,Public Domain,720,https://hymnary.org/media/fetch/80592,https://hymnary.org/media/fetch/222529,https://hymnary.org/media/fetch/80593,https://hymnary.org/tune/st_georges_windsor_elvey
WeGather Together,We Gather Together,10,ST. LOUIS (Redner),st_louis_redner,Lewis H. Redner (1868),8.6.8.6,33323 54621 712,F Major/G Major or modal,,Public Domain,519,https://hymnary.org/media/fetch/80196,https://hymnary.org/media/fetch/222384,https://hymnary.org/media/fetch/80197,https://hymnary.org/tune/st_louis_redner
WeGather Together,We Gather Together,10,KREMSER,kremser,,12.11.12.11,55653 45432 31556,B♭ Major/C Major/D Major,Netherlands,Public Domain,354,https://hymnary.org/media/fetch/80000,https://hymnary.org/media/fetch/222200,https://hymnary.org/media/fetch/80001,https://hymnary.org/tune/kremser
WeGather Together,We Gather Together,10,HOLY MANNA,holy_manna,,8.7.8.7 D,55611 22132 11656,A Major/G Major,United States,Public Domain,289,https://hymnary.org/media/fetch/80663,https://hymnary.org/media/fetch/84267,https://hymnary.org/media/fetch/80664,https://hymnary.org/tune/holy_manna
WeGather Together,We Gather Together,10,SLANE,slane,Anonymous,10.10.10.10,11216 56112 32222,E♭ Major,Ireland,Public Domain,288,https://hymnary.org/media/fetch/80535,https://hymnary.org/media/fetch/223212,https://hymnary.org/media/fetch/96246,https://hymnary.org/tune/slane
WeGive Thee Thine,We Give Thee but Thine Own,10,ST. STEPHEN (Jones),st_stephen_jones,William Jones (1789),8.6.8.6,15312 17123 45123,G Major,,Public Domain,384,https://hymnary.org/media/fetch/81619,https://hymnary.org/media/fetch/221655,https://hymnary.org/media/fetch/81620,https://hymnary.org/tune/st_stephen_jones
WeGive Thee Thine,We Give Thee but Thine Own,10,SCHUMANN (51567),schumann_masonwebb,,6.6.8.6,51567 11432 11771,A♭ Major,,Public Domain,379,https://hymnary.org/media/fetch/82228,https://hymnary.org/media/fetch/205781,https://hymnary.org/media/fetch/82229,https://hymnary.org/tune/schumann_masonwebb
WeGive Thee Thine,We Give Thee but Thine Own,10,TRENTHAM,trentham_jackson,Robert Jackson (1878),6.6.8.6,33341 35432 32346,E Major,England,Public Domain,251,https://hymnary.org/media/fetch/80779,https://hymnary.org/media/fetch/222229,https://hymnary.org/media/fetch/80780,https://hymnary.org/tune/trentham_jackson
WeGive Thee Thine,We Give Thee but Thine Own,10,ST. ANDREW (Barnby),st_andrew_barnby,Joseph Barnby (1866),6.6.8.6,33452 33365 43517,E♭ Major,,Public Domain,250,https://hymnary.org/media/fetch/82427,https://hymnary.org/media/fetch/221191,https://hymnary.org/media/fetch/82428,https://hymnary.org/tune/st_andrew_barnby
WeGive Thee Thine,We Give Thee but Thine Own,10,FRANCONIA (König),franconia_konig,,6.6.8.6,12345 35614 32517,E♭ Major,,Public Domain,246,https://hymnary.org/media/fetch/81644,https://hymnary.org/media/fetch/221648,https://hymnary.org/media/fetch/81645,https://hymnary.org/tune/franconia_konig
ThreeKings Orient,We Three Kings of Orient Are,4,KINGS OF ORIENT,kings_of_orient_hopkins,John Henry Hopkins (1857),8.8.4.4.6 with refrain,54312 32154 31232,e minor/G Major,,Public Domain,230,https://hymnary.org/media/fetch/81860,https://hymnary.org/media/fetch/199080,https://hymnary.org/media/fetch/81861,https://hymnary.org/tune/kings_of_orient_hopkins
ThreeKings Orient,We Three Kings of Orient Are,4,"[Savior, listen to our prayer] (Kellogg)",savior_listen_to_our_prayer_kellogg,Edward W. Kellogg (1862),,11113 33666 71123,A♭ Major,,Public Domain,23,https://hymnary.org/media/fetch/138707,,https://hymnary.org/media/fetch/194388,https://hymnary.org/tune/savior_listen_to_our_prayer_kellogg
ThreeKings Orient,We Three Kings of Orient Are,4,[We three kings of Orient are] (Babcock),we_three_kings_of_orient_are_babcock,Maltbie D. Babcock,,33333 12355 55,D Major,Wianno,Public Domain,1,https://hymnary.org/media/fetch/159412,,,https://hymnary.org/tune/we_three_kings_of_orient_are_babcock
ThreeKings Orient,We Three Kings of Orient Are,4,[We three kings of Orient are] (Smith),we_three_kings_of_orient_are_smith,Eleanor Smith,,,,,Public Domain,1,,,,https://hymnary.org/tune/we_three_kings_of_orient_are_smith
WhatFriendJesus,What A Friend We Have in Jesus,10,NETTLETON,nettleton,Anonymous,8.7.8.7 D,32113 52235 65321,D Major/E Major,United States,Public Domain,981,https://hymnary.org/media/fetch/79997,https://hymnary.org/media/fetch/222247,https://hymnary.org/media/fetch/79998,https://hymnary.org/tune/nettleton
WhatFriendJesus,What A Friend We Have in Jesus,10,BEACH SPRING,beach_spring,,8.7.8.7 D,11213 32161 16561,F Major,United States,Public Domain,234,https://hymnary.org/media/fetch/104996,https://hymnary.org/media/fetch/199359,https://hymnary.org/media/fetch/111237,https://hymnary.org/tune/beach_spring
WhatFriendJesus,What A Friend We Have in Jesus,10,BETHANY (Smart),bethany_smart,Henry Thomas Smart (1867),8.7.8.7 D,36531 21765 13543,E♭ Major,,Public Domain,207,https://hymnary.org/media/fetch/82080,https://hymnary.org/media/fetch/221661,https://hymnary.org/media/fetch/82081,https://hymnary.org/tune/bethany_smart
